IO ID,Name,"Size, B",Type,Min. Value,Max. Value,Multiplier; offset,Units,Error values,IO Explanation and Notes,Averaging,Event On Change,Event On Hysteresis,Eco5,Plug5,HCV5 Lite / Pro5 Lite,Pro5,HCV5,LCV5,Trace5-LTM / Trace5-LTM-NA,Trace5-LTE / Trace5-LTM (Rev.A) / Trace5-2G,Basic,ECO4 UBI,Eco4,Eco4 S,Eco4 T,Eco4 RS T,Pro4,Tco4 HCV,Tco4 LCV,Plug4,Pro4 BT,Tco4 HCV BT,Tco4 LCV BT,Eco3,Pro3,Tco3 TCO,Tco3 OBD
601,BT Temperature Sensor 1,2,Signed int.,-32700,32700,0.01,°C,"0x7FFF Sensor not available
0x7FFE Abnormality
0x7FFD No data",Temperature measured by BT sensor 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
602,BT Temperature Sensor 2,2,Signed int.,-32700,32700,0.01,°C,"0x7FFF Sensor not available
0x7FFE Abnormality
0x7FFD No data",Temperature measured by BT sensor 2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
603,BT Temperature Sensor 3,2,Signed int.,-32700,32700,0.01,°C,"0x7FFF Sensor not available
0x7FFE Abnormality
0x7FFD No data",Temperature measured by BT sensor 3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
604,BT Temperature Sensor 4,2,Signed int.,-32700,32700,0.01,°C,"0x7FFF Sensor not available
0x7FFE Abnormality
0x7FFD No data",Temperature measured by BT sensor 4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
605,BT Humidity Sensor 0,2,Unsigned int.,0,10000,0.01,%,"0xFFFF Sensor not available
0xFFFE Abnormality
0xFFFD No data",Relative humidity measured by BT sensor 0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
606,BT Humidity Sensor 1,2,Unsigned int.,0,10000,0.01,%,"0xFFFF Sensor not available
0xFFFE Abnormality
0xFFFD No data",Relative humidity measured by BT sensor 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
607,BT Humidity Sensor 2,2,Unsigned int.,0,10000,0.01,%,"0xFFFF Sensor not available
0xFFFE Abnormality
0xFFFD No data",Relative humidity measured by BT sensor 2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
608,BT Humidity Sensor 3,2,Unsigned int.,0,10000,0.01,%,"0xFFFF Sensor not available
0xFFFE Abnormality
0xFFFD No data",Relative humidity measured by BT sensor 3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
609,BT Humidity Sensor 4,2,Unsigned int.,0,10000,0.01,%,"0xFFFF Sensor not available
0xFFFE Abnormality
0xFFFD No data",Relative humidity measured by BT sensor 4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
610,Not in use,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
611,Angle X-axis,2,Signed int.,-180,180,-,°,-,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
612,Angle Y-axis,2,Signed int.,-180,180,-,°,-,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
613,Angle Z-axis,2,Signed int.,-180,180,-,°,-,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
614,Trailers VIN,8,String,0x00,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF: VIN not available,,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,
615,Not displayed,8,String,0x00,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF: VIN not available,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,
616,Not displayed,8,String,0x00,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF: VIN not available,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,
617,Magnetic  Card 8 B ID,8,String,0x01,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
618,Satellite Sent messages,1,Unsigned int.,0,255,-,-,-,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
619,Satellite Pending messages,1,Unsigned int.,0,9,-,-,-,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
620,DS1971  iButton internal 8B driver ID,8,String,0x00,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,Unique ibutton ID in HEX format. MSB,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
621,DS1971  iButton internal 16B driver ID,8,String,0x00,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,Unique ibutton ID in HEX format. MSB,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
622,DS1971  iButton internal 16B driver ID,8,String,0x00,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,Unique ibutton ID in HEX format. MSB,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
623,DS1971  iButton internal 8B passenger ID,8,String,0x00,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,Unique ibutton ID in HEX format. MSB,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
624,DS1971  iButton internal 16B passenger ID,8,String,0x00,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,Unique ibutton ID in HEX format. MSB,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
625,DS1971  iButton internal 16B passenger ID,8,String,0x00,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,Unique ibutton ID in HEX format. MSB,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
626,CAN DTC Indication lights,2,String,0x00,0xFFFF,-,-,-,Output is formatted according to J1939 standard.,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,,,,
627,DOUT activation by speed,1,Unsigned int.,0,5,-,-,-,"0 – DOUT activation mechanism is disabled;
1 – DOUT activation mechanism is enabled
2 – DOUT activation mechanism is armed (Speed limit is exceeded);
3 – DOUTs are activated;
4 – DOUT mechanism is deactivated after timeout;
5 – DOUT mechanism is deactivated after speed dropped below configured. This I/O state is valid till the generation of next record.
",No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
628,DOUT activation by AIN voltage,1,Unsigned int.,0,4,-,-,-,"0 – DOUT activation mechanism is disabled;
1 – DOUT activation mechanism is enabled
2 – DOUT activation mechanism is activated (Voltage limit is exceeded or voltage dropped below);
3 – DOUT mechanism is deactivated after timeout. This I/O state is valid till the generation of next record.;
4 – DOUT mechanism is deactivated after voltage has dropped or raises above the limit. This I/O state is valid till the generation of next record.",No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
629,DOUT activation by DIN level,1,Unsigned int.,0,5,-,-,-,"0 – DOUT activation mechanism is disabled;
1 – DOUT activation mechanism is enabled
2 – DOUT activation mechanism is armed (DIN state has changed into selected state);
3 – DOUTs are activated;
4 – DOUT mechanism is deactivated after timeout;
5 – DOUT mechanism is deactivated after DIN status change. This I/O state is valid till the generation of next record.",No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,
630,MCR Driver registration status,1,Unsigned int.,0,1,-,-,-,"1 - Log-in state
0 - Log-out state",No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,
631,Dead reckoning calibration status,1,Unsigned int.,0,2,-,-,0xFF DR module not available,"0x00 – Not calibrated
0x01 – Calibrated
0x02 – Temporary unavailable
0x03 – Disabled/Error
0xFF – DR module is not available",No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
632,MCR Card status,1,Unsigned int.,0,1,-,-,-,"1 - Valid and authorized card
0 - Invalid or unauthorized card",No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,
633,MCR PLT code,4,String,0x00,0xFFFFFFFF,-,-,-,Hexadecimal representation of PLT code from Track 3 written in ASCII,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,
634,MCR Gender,1,String,0x00,0x32,-,-,-,Hexadecimal representation of gender from Track 3 written in ASCII (31 - male; 32 - female),No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,
635,MCR License number,8,String,0x00,0xFFFFFFFFFFFFFFFF,-,-,-,Hexadecimal representation of License number from Track 3 written in ASCII,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,
636,MCR Issuing branch,8,String,0x00,0xFFFFFFFFFFFFFFFF,-,-,-,Hexadecimal representation of Issuing branch from Track 3 written in ASCII,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,
637,DOUT activation by GSM jamming,1,Unsigned int.,0,4,-,-,-,"0 – DOUT activation mechanism is disabled;
1 – DOUT activation mechanism is enabled;
2 – DOUT activation mechanism is armed;
3 – DOUT is activated;
4 – DOUT is deactivated;",No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,
638,KL_Instant engine motor current,2,Unsigned int.,0,0xFFFF,"0,1; 0",A,0xFFFF - Parameter not available,King Long electric bus engine/battery parameters ,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
639,KL_Main battery voltage,2,Unsigned int.,0,0xFFFF,"0,1; 0",V,0xFFFF - Parameter not available,King Long electric bus engine/battery parameters ,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
640,KL_Main battery current,2,Signed int.,0,0x7FFF,"0,1; 0",A,0x7FFF - Parameter not available,King Long electric bus engine/battery parameters ,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
641,KL_Battery Charge current,1,Unsigned int.,0,0xFFFF,1; 0,A,0xFFFF - Parameter not available,King Long electric bus engine/battery parameters ,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
642,"OBD Fuel Level, L",2,Unsigned int.,0,0xFFFF or 65535,-,l,0xFFFF - Fuel level not available,Provides fuel level retrieved from OBD socket,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,
643,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
644,OBD Manufacturer,2,Unsigned int.,0,0xFFFF or 65535,-,-,0xFFFF - Manufacturer not detected,"VAG = 1,
MERCEDES = 2,
CITROEN = 3,
FORD = 4,
FIAT = 5,
OPEL = 6,
RENAULT = 7,
TOYOTA = 8,
TRACTOR = 9,
TRUCK = 10,
HYUNDAI = 11,
LEXUS = 12,
VOLVO = 13,
BMW = 14,
NISSAN = 15,
HONDA = 16,
MITSUBISHI = 17,
SUBARU = 18,
CHRYSLER = 19,
ISUZU = 20,
SSANGYONG = 21,
MAZDA = 22,
KOMATSU = 23,
RANGEROVER = 24,
CLAAS = 25,
SAAB = 26,
LANDROVER = 27,
PORSCHE = 28,
KIA = 29,
JAGUAR = 30,
INFINITI = 31,
LINDE = 32,
HITACHI = 33,
SUZUKI = 34,
CHANGAN = 35,
BRILLIANCE = 36,
GEELY = 37,
CHERY = 38,
FAW = 39,
LIFAN = 40,
MINI = 41,
ALFA_ROMEO = 42,
JEEP = 43,
DACIA = 44,
PEUGEOT = 45,
DIECI = 46,
TESLA = 47,
EV_BUS = 48,
SAIC = 49, 
JAC = 50,
BYD = 51,
MG = 52,
",Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,
645,"OBD Odometer, Km",4,Unsigned int.,0,0xFFFFFFFF,-,km, 0xFFFFFFFF - Odometer readings not available,Indicates mileage from OBD socket,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,
646,UHF-RFID reader PortA,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,12 byte RFID ID from PortA. First 4 bytes are always 0x00,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,
647,Not displayed,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,,,,,No,No,,,,,No,No,,,,,,,,,,,,,,,,,
648,UHF-RFID reader PortB,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,12 byte RFID ID from PortB. First 4 bytes are always 0x00,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,
649,Not displayed,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,,,,,No,No,,,,,No,No,,,,,,,,,,,,,,,,,
650,Digital Fuel Sensor Warning,2,Bitmap,0,0x0FFF,-,-,-,"Bitmap:
Bit 0: FLS on A1
Bit 1: FLS on B1
Bit 2: FLS on C1
Bit 3: FLS on C2
Bit 4: FLS on C3
Bit 5: FLS on C4
Bit 6: FLS on C5
Bit 7: FLS on C6
Bit 8: FLS on C7
Bit 9: FLS on C8
Bit 10: FLS on C9
Bit 11: FLS on C10
Bit 12: Reserverd
Bit 13: Reserverd
Bit 14: Reserverd
Bit 15: Reserverd
If any Digital fuel sensor sends error value, bit value changes to 1",No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,
651,Geozone group,1,Unsigned int.,0,8,-,-,-,"Geozone group number in which the device is located. If IO value is ""0"" the device is outside all geozoes",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,
652,PortA camera snaphot on SD card,1,Unsigned int.,0,255,-,-,-,"Indicates how many snapshots were done since last record and were stored in SD card.
Value is reset to zero with each new record",No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,
653,PortB camera snaphot on SD card,1,Unsigned int.,0,255,-,-,-,"Indicates how many snapshots were done since last record and were stored in SD card.
Value is reset to zero with each new record",No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,
654,PortA camera snaphot,1,Unsigned int.,0,1,-,-,-,Indicates if there is a snapshot in camera memory.,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,
655,PortB camera snaphot,1,Unsigned int.,0,1,-,-,-,Indicates if there is a snapshot in camera memory.,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,
656,Kimax total trailer weight,2,Unsigned int.,0,999,0.1,t,0xFFFF - no data received or communication stopped ,Total trailer weight from Kimax weight sensor measured in 0.1 tonnes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
657,Kimax total truck weight,2,Unsigned int.,0,999,0.1,t,0xFFFF - no data received or communication stopped ,Total truck weight from Kimax weight sensor measured in 0.1 tonnes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
658,iQFreeze Compartment 1 temperature,4,Unsigned int.,0x00,0xFFFFFFFF,0.1; -250,°C,0xFFFFFFFF,"Temperature inside the 1st compartment, °C.",No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
659,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
660,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
661,iQFreeze Compartment 1 setpoint,4,Unsigned int.,0x00,0xFFFFFFFF,0.1; -250,°C,0xFFFFFFFF,"Setpoint temperature, °C.",No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
662,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
663,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
664,iQFreeze Ambient air temperature,4,Unsigned int.,0x00,0xFFFFFFFF,0.1; -250,°C,0xFFFFFFFF,"Ambient temperature outside, °C.",No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
665,iQFreeze Engine coolant temperature,4,Unsigned int.,0x00,0xFFFFFFFF,0.1; -250,°C,0xFFFFFFFF,"Engine coolant temperature, °C.",No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
666,iQFreeze RPM,4,Unsigned int.,0x00,0xFFFFFFFF,0.1; -250,rpm,0xFFFFFFFF,RPM of the compressor's engine.,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
667,iQFreeze Compartment 1 cycle mode,4,Unsigned int.,0x00,0xFFFFFFFF,0.1; -250,-,0xFFFFFFFF,Compressor's engine operational mode,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
668,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
669,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
670,iQFreeze Compartment 1 operating mode,4,Unsigned int.,0x00,0xFFFFFFFF,0.1; -250,-,0xFFFFFFFF,"System operating mode (heating, cooling, defrosting, etc...). Meaning of the output should be provided in the freezer's user manual",No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
671,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
672,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
673,iQFreeze Compartment 1 door state,4,Unsigned int.,0x00,0xFFFFFFFF,-,-,0xFFFFFFFF,"Status of the main door. 0=closed, 1=open",No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
674,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
675,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
676,iQFreeze Battery voltage,4,Unsigned int.,0x00,0xFFFFFFFF,0.1; -250,V,0xFFFFFFFF,"Battery voltage, V",No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
677,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
678,iQFreeze Total electric hours,4,Unsigned int.,0x00,0xFFFFFFFF,0.1; -250,h,0xFFFFFFFF,Total electric hours,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
679,iQFreeze Total engine hours,4,Unsigned int.,0x00,0xFFFFFFFF,0.1; -250,h,0xFFFFFFFF,Total diesel hours,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
680,iQFreeze Total vehicle hours,4,Unsigned int.,0x00,0xFFFFFFFF,0.1; -250,h,0xFFFFFFFF,Total engine hours.,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
681,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
682,Not in use,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
683,iQFreeze Errors quantity,4,Unsigned int.,0x00,0xFFFFFFFF,0.1; -250,-,0xFFFFFFFF,Number of active alarms at the present moment.,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
684,iQFreeze errors,8,Unsigned int.,0x00,0xFF.. (16B),-,-,?,"684 + 685 is a combined IO element
IO elements 684 and 685 (""iQFreeze errors"") should be combined (8B + 8B) and should contain values of 6 ""iQFreeze"" parameters ""AL1"" - ""AL6"". Each parameter (""AL1"" - ""AL6"") should have 2B value, so if all errors are present, 12B should be used to represent them. All unused bytes should have value 0x00.",No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
685,iQFreeze errors,8,Unsigned int.,0x00,0xFF.. (16B),-,-,?,,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
686,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,iQFreeze Refrigerator type,4,Unsigned int.,0x00,0xFFFFFFFF,-,-,0xFFFFFFFF,"1 - Thermoking, 2 - Carier Supra\Maxima, 3 - Zanotti, 4 - Thermal Master, 5 - Carrier Vector (кроме 1350), 6 - Mitsubishi, 7 - Carrier Vector 1350, 8 - Thermoking TGVI, 9 - Carrier Xarios",No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
694,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,iQFreeze DIN1,4,Unsigned int.,0x00,0xFFFFFFFF,-,-,0xFFFFFFFF,-,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
696,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,iQFreeze ADC1,4,Unsigned int.,0x00,0xFFFFFFFF,-,-,0xFFFFFFFF,-,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
699,iQFreeze ADC2,4,Unsigned int.,0x00,0xFFFFFFFF,-,-,0xFFFFFFFF,-,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
700,iQFreeze ADC3,4,Unsigned int.,0x00,0xFFFFFFFF,-,-,0xFFFFFFFF,-,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
701,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,iQFreeze ADC1 error,4,Unsigned int.,0x00,0xFFFFFFFF,-,-,0xFFFFFFFF,-,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
706,iQFreeze ADC2 error,4,Unsigned int.,0x00,0xFFFFFFFF,-,-,0xFFFFFFFF,-,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
707,iQFreeze ADC3 error,4,Unsigned int.,0x00,0xFFFFFFFF,-,-,0xFFFFFFFF,-,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,
708,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
